batteryHealth;binId;binStatus;currentFillLevel;latLong;timesTamp
95;CleanFLEX-FB2000002005AB69;Full;89;-33.920227,151.257692;2021-10-02 14:00:04
95;CleanFLEX-FB2000002005AB70;Full;78;-33.919555,151.258164;2021-10-02 14:00:04
95;CleanFLEX-FB2000002005AB65;Half Full;68;-33.920944,151.257001;2021-10-02 14:00:04
95;CleanFLEX-FB2000002005AB71;Half Full;49;-33.922367,151.256956;2021-10-02 14:00:04
95;CleanFLEX-FB2000002005AB62;Half Full;33;-33.91947,151.257542;2021-10-02 14:00:04
100;CleanFLEX-FB2000002008AC16;Low;19;-33.919477,151.257681;2021-10-02 14:00:04
100;CleanFLEX-FB2000002008AC18;Low;23;-33.919555,151.258164;2021-10-02 14:00:04
100;CleanFLEX-FB2000002008AC10;Low;26;-33.920227,151.257692;2021-10-02 14:00:04
100;CleanFLEX-FB2000002008AC00;Full;87;-33.918951,151.25847;2021-10-02 14:00:04
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-02 14:00:04
100;CleanFLEX-FB2000002008AC04;Low;15;-33.919505,151.257857;2021-10-02 14:00:04
100;CleanFLEX-FB2000002008AC09;Low;23;-33.919135,151.258104;2021-10-02 14:00:04
100;CleanFLEX-FB2000002008AC13;Low;21;-33.920034,151.257165;2021-10-02 14:00:04
95;CleanFLEX-FB2000002005AB64;Half Full;63;-33.920816,151.257022;2021-10-02 14:00:04
95;CleanFLEX-FB2000002005AB66;Half Full;49;-33.920944,151.257001;2021-10-02 14:00:04
95;CleanFLEX-FB2000002008AC20;Low;18;-33.920372,151.257036;2021-10-02 14:00:04
100;CleanFLEX-FB2000002008AC19;Low;15;-33.920289,151.257056;2021-10-02 14:00:04
100;CleanFLEX-FB2000002008AC01;Half Full;36;-33.919135,151.258104;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC05;Half Full;32;-33.919505,151.257857;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC02;Low;19;-33.920227,151.257692;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC03;Low;28;-33.918951,151.25847;2021-10-02 15:00:04
95;CleanFLEX-FB2000002005AB63;Half Full;46;-33.919505,151.257857;2021-10-02 15:00:04
95;CleanFLEX-FB2000002005AB67;Half Full;64;-33.920816,151.257022;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC12;Low;15;-33.919727,151.257213;2021-10-02 15:00:04
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC17;Low;1;-33.91947,151.257542;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC07;Low;23;-33.919555,151.258164;2021-10-02 15:00:04
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC15;Half Full;45;-33.920358,151.257167;2021-10-02 15:00:04
95;CleanFLEX-FB2000002005AB65;Half Full;68;-33.920944,151.257001;2021-10-02 15:00:04
95;CleanFLEX-FB2000002005AB62;Half Full;33;-33.91947,151.257542;2021-10-02 15:00:04
95;CleanFLEX-FB2000002005AB70;Full;78;-33.919555,151.258164;2021-10-02 15:00:04
95;CleanFLEX-FB2000002005AB69;Full;89;-33.920227,151.257692;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC14;Low;15;-33.920358,151.257167;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC16;Low;19;-33.919477,151.257681;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC18;Low;23;-33.919555,151.258164;2021-10-02 15:00:04
95;CleanFLEX-FB2000002005AB71;Half Full;49;-33.922367,151.256956;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC00;Full;87;-33.918951,151.25847;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC04;Low;15;-33.919505,151.257857;2021-10-02 15:00:04
95;CleanFLEX-FB2000002008AC20;Low;18;-33.920372,151.257036;2021-10-02 15:00:04
95;CleanFLEX-FB2000002005AB64;Half Full;63;-33.920816,151.257022;2021-10-02 15:00:04
95;CleanFLEX-FB2000002005AB66;Half Full;49;-33.920944,151.257001;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC10;Low;26;-33.920227,151.257692;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC09;Low;23;-33.919135,151.258104;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC13;Low;21;-33.920034,151.257165;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC19;Low;15;-33.920289,151.257056;2021-10-02 15:00:04
100;CleanFLEX-FB2000002008AC01;Half Full;36;-33.919135,151.258104;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC02;Low;19;-33.920227,151.257692;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC05;Half Full;32;-33.919505,151.257857;2021-10-02 16:00:03
95;CleanFLEX-FB2000002005AB67;Half Full;64;-33.920816,151.257022;2021-10-02 16:00:03
95;CleanFLEX-FB2000002005AB63;Half Full;45;-33.919505,151.257857;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC12;Low;15;-33.919727,151.257213;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC03;Low;28;-33.918951,151.25847;2021-10-02 16:00:03
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC17;Low;1;-33.91947,151.257542;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC07;Low;23;-33.919555,151.258164;2021-10-02 16:00:03
95;CleanFLEX-FB2000002005AB70;Full;78;-33.919555,151.258164;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC15;Half Full;45;-33.920358,151.257167;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC16;Low;19;-33.919477,151.257681;2021-10-02 16:00:03
95;CleanFLEX-FB2000002005AB65;Half Full;67;-33.920944,151.257001;2021-10-02 16:00:03
95;CleanFLEX-FB2000002005AB71;Half Full;49;-33.922367,151.256956;2021-10-02 16:00:03
95;CleanFLEX-FB2000002005AB62;Half Full;33;-33.91947,151.257542;2021-10-02 16:00:03
95;CleanFLEX-FB2000002005AB69;Full;89;-33.920227,151.257692;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC14;Low;15;-33.920358,151.257167;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC18;Low;23;-33.919555,151.258164;2021-10-02 16:00:03
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC00;Full;87;-33.918951,151.25847;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC10;Low;26;-33.920227,151.257692;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC04;Low;15;-33.919505,151.257857;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC09;Low;23;-33.919135,151.258104;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC13;Low;21;-33.920034,151.257165;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC19;Low;15;-33.920289,151.257056;2021-10-02 16:00:03
95;CleanFLEX-FB2000002008AC20;Low;18;-33.920372,151.257036;2021-10-02 16:00:03
95;CleanFLEX-FB2000002005AB64;Half Full;64;-33.920816,151.257022;2021-10-02 16:00:03
95;CleanFLEX-FB2000002005AB66;Half Full;49;-33.920944,151.257001;2021-10-02 16:00:03
100;CleanFLEX-FB2000002008AC01;Half Full;36;-33.919135,151.258104;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC02;Low;19;-33.920227,151.257692;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC05;Half Full;32;-33.919505,151.257857;2021-10-02 17:00:04
95;CleanFLEX-FB2000002005AB67;Half Full;64;-33.920816,151.257022;2021-10-02 17:00:04
95;CleanFLEX-FB2000002005AB63;Half Full;45;-33.919505,151.257857;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC12;Low;15;-33.919727,151.257213;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC03;Low;28;-33.918951,151.25847;2021-10-02 17:00:04
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC17;Low;1;-33.91947,151.257542;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC15;Half Full;45;-33.920358,151.257167;2021-10-02 17:00:04
95;CleanFLEX-FB2000002005AB62;Half Full;33;-33.91947,151.257542;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC07;Low;23;-33.919555,151.258164;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC14;Low;15;-33.920358,151.257167;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC16;Low;19;-33.919477,151.257681;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC18;Low;23;-33.919555,151.258164;2021-10-02 17:00:04
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-02 17:00:04
95;CleanFLEX-FB2000002005AB70;Full;78;-33.919555,151.258164;2021-10-02 17:00:04
95;CleanFLEX-FB2000002005AB71;Half Full;49;-33.922367,151.256956;2021-10-02 17:00:04
95;CleanFLEX-FB2000002005AB65;Half Full;68;-33.920944,151.257001;2021-10-02 17:00:04
95;CleanFLEX-FB2000002005AB69;Full;91;-33.920227,151.257692;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC00;Full;87;-33.918951,151.25847;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC10;Low;26;-33.920227,151.257692;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC04;Low;15;-33.919505,151.257857;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC09;Low;23;-33.919135,151.258104;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC13;Low;21;-33.920034,151.257165;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC19;Low;15;-33.920289,151.257056;2021-10-02 17:00:04
95;CleanFLEX-FB2000002005AB66;Half Full;49;-33.920944,151.257001;2021-10-02 17:00:04
95;CleanFLEX-FB2000002005AB64;Half Full;65;-33.920816,151.257022;2021-10-02 17:00:04
95;CleanFLEX-FB2000002008AC20;Low;18;-33.920372,151.257036;2021-10-02 17:00:04
100;CleanFLEX-FB2000002008AC01;Half Full;36;-33.919135,151.258104;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC02;Low;19;-33.920227,151.257692;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC03;Low;28;-33.918951,151.25847;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC05;Half Full;32;-33.919505,151.257857;2021-10-02 18:00:03
95;CleanFLEX-FB2000002005AB63;Half Full;44;-33.919505,151.257857;2021-10-02 18:00:03
95;CleanFLEX-FB2000002005AB67;Half Full;64;-33.920816,151.257022;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC12;Low;15;-33.919727,151.257213;2021-10-02 18:00:03
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC17;Low;1;-33.91947,151.257542;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC07;Low;23;-33.919555,151.258164;2021-10-02 18:00:03
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC15;Half Full;45;-33.920358,151.257167;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC16;Low;19;-33.919477,151.257681;2021-10-02 18:00:03
95;CleanFLEX-FB2000002005AB65;Half Full;68;-33.920944,151.257001;2021-10-02 18:00:03
95;CleanFLEX-FB2000002005AB71;Half Full;48;-33.922367,151.256956;2021-10-02 18:00:03
95;CleanFLEX-FB2000002005AB62;Half Full;33;-33.91947,151.257542;2021-10-02 18:00:03
95;CleanFLEX-FB2000002005AB70;Full;77;-33.919555,151.258164;2021-10-02 18:00:03
95;CleanFLEX-FB2000002005AB69;Full;93;-33.920227,151.257692;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC14;Low;15;-33.920358,151.257167;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC18;Low;23;-33.919555,151.258164;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC00;Full;87;-33.918951,151.25847;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC09;Low;23;-33.919135,151.258104;2021-10-02 18:00:03
95;CleanFLEX-FB2000002005AB64;Half Full;66;-33.920816,151.257022;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC10;Low;26;-33.920227,151.257692;2021-10-02 18:00:03
95;CleanFLEX-FB2000002008AC20;Low;18;-33.920372,151.257036;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC04;Low;15;-33.919505,151.257857;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC13;Low;21;-33.920034,151.257165;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC19;Low;15;-33.920289,151.257056;2021-10-02 18:00:03
95;CleanFLEX-FB2000002005AB66;Half Full;49;-33.920944,151.257001;2021-10-02 18:00:03
100;CleanFLEX-FB2000002008AC01;Half Full;36;-33.919135,151.258104;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC02;Low;19;-33.920227,151.257692;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC12;Low;15;-33.919727,151.257213;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC05;Half Full;32;-33.919505,151.257857;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC03;Low;28;-33.918951,151.25847;2021-10-02 19:00:03
95;CleanFLEX-FB2000002005AB67;Half Full;64;-33.920816,151.257022;2021-10-02 19:00:03
95;CleanFLEX-FB2000002005AB63;Half Full;35;-33.919505,151.257857;2021-10-02 19:00:03
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC17;Low;1;-33.91947,151.257542;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC15;Half Full;45;-33.920358,151.257167;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC16;Low;19;-33.919477,151.257681;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC07;Low;23;-33.919555,151.258164;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC14;Low;15;-33.920358,151.257167;2021-10-02 19:00:03
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-02 19:00:03
95;CleanFLEX-FB2000002005AB71;Half Full;50;-33.922367,151.256956;2021-10-02 19:00:03
95;CleanFLEX-FB2000002005AB62;Half Full;33;-33.91947,151.257542;2021-10-02 19:00:03
95;CleanFLEX-FB2000002005AB65;Half Full;67;-33.920944,151.257001;2021-10-02 19:00:03
95;CleanFLEX-FB2000002005AB70;Full;78;-33.919555,151.258164;2021-10-02 19:00:03
95;CleanFLEX-FB2000002005AB69;Full;91;-33.920227,151.257692;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC18;Low;23;-33.919555,151.258164;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC00;Full;87;-33.918951,151.25847;2021-10-02 19:00:03
95;CleanFLEX-FB2000002005AB64;Half Full;67;-33.920816,151.257022;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC10;Low;26;-33.920227,151.257692;2021-10-02 19:00:03
95;CleanFLEX-FB2000002008AC20;Low;18;-33.920372,151.257036;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC04;Low;15;-33.919505,151.257857;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC09;Low;23;-33.919135,151.258104;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC13;Low;21;-33.920034,151.257165;2021-10-02 19:00:03
100;CleanFLEX-FB2000002008AC19;Low;15;-33.920289,151.257056;2021-10-02 19:00:03
95;CleanFLEX-FB2000002005AB66;Half Full;51;-33.920944,151.257001;2021-10-02 19:00:03
95;CleanFLEX-FB2000002005AB67;Half Full;67;-33.920816,151.257022;2021-10-02 20:00:03
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-02 20:00:03
95;CleanFLEX-FB2000002005AB63;Half Full;30;-33.919505,151.257857;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC17;Low;1;-33.91947,151.257542;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC01;Half Full;36;-33.919135,151.258104;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC05;Half Full;32;-33.919505,151.257857;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC02;Low;19;-33.920227,151.257692;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC12;Low;15;-33.919727,151.257213;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC03;Low;28;-33.918951,151.25847;2021-10-02 20:00:03
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC07;Low;23;-33.919555,151.258164;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC14;Low;15;-33.920358,151.257167;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC15;Half Full;45;-33.920358,151.257167;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC16;Low;19;-33.919477,151.257681;2021-10-02 20:00:03
95;CleanFLEX-FB2000002005AB65;Half Full;66;-33.920944,151.257001;2021-10-02 20:00:03
95;CleanFLEX-FB2000002005AB71;Half Full;50;-33.922367,151.256956;2021-10-02 20:00:03
95;CleanFLEX-FB2000002005AB62;Half Full;40;-33.91947,151.257542;2021-10-02 20:00:03
95;CleanFLEX-FB2000002005AB70;Full;79;-33.919555,151.258164;2021-10-02 20:00:03
95;CleanFLEX-FB2000002005AB69;Full;91;-33.920227,151.257692;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC18;Low;23;-33.919555,151.258164;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC00;Full;87;-33.918951,151.25847;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC04;Low;15;-33.919505,151.257857;2021-10-02 20:00:03
95;CleanFLEX-FB2000002005AB64;Half Full;66;-33.920816,151.257022;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC10;Low;26;-33.920227,151.257692;2021-10-02 20:00:03
95;CleanFLEX-FB2000002008AC20;Low;18;-33.920372,151.257036;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC09;Low;23;-33.919135,151.258104;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC13;Low;21;-33.920034,151.257165;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC19;Low;15;-33.920289,151.257056;2021-10-02 20:00:03
95;CleanFLEX-FB2000002005AB66;Half Full;51;-33.920944,151.257001;2021-10-02 20:00:03
100;CleanFLEX-FB2000002008AC05;Half Full;32;-33.919505,151.257857;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC01;Low;26;-33.919135,151.258104;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC02;Half Full;30;-33.920227,151.257692;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC03;Low;28;-33.918951,151.25847;2021-10-02 21:00:06
95;CleanFLEX-FB2000002005AB67;Full;73;-33.920816,151.257022;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC12;Low;15;-33.919727,151.257213;2021-10-02 21:00:06
95;CleanFLEX-FB2000002005AB63;Low;28;-33.919505,151.257857;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC17;Low;1;-33.91947,151.257542;2021-10-02 21:00:06
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC07;Low;23;-33.919555,151.258164;2021-10-02 21:00:06
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-02 21:00:06
95;CleanFLEX-FB2000002005AB70;Full;78;-33.919555,151.258164;2021-10-02 21:00:06
95;CleanFLEX-FB2000002005AB71;Half Full;50;-33.922367,151.256956;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC15;Half Full;45;-33.920358,151.257167;2021-10-02 21:00:06
95;CleanFLEX-FB2000002005AB65;Half Full;66;-33.920944,151.257001;2021-10-02 21:00:06
95;CleanFLEX-FB2000002005AB62;Half Full;40;-33.91947,151.257542;2021-10-02 21:00:06
95;CleanFLEX-FB2000002005AB69;Full;95;-33.920227,151.257692;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC16;Low;19;-33.919477,151.257681;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC18;Low;23;-33.919555,151.258164;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC14;Low;10;-33.920358,151.257167;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC00;Full;87;-33.918951,151.25847;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC04;Low;15;-33.919505,151.257857;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC09;Low;23;-33.919135,151.258104;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC13;Half Full;32;-33.920034,151.257165;2021-10-02 21:00:06
95;CleanFLEX-FB2000002005AB64;Half Full;66;-33.920816,151.257022;2021-10-02 21:00:06
95;CleanFLEX-FB2000002005AB66;Half Full;51;-33.920944,151.257001;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC10;Low;26;-33.920227,151.257692;2021-10-02 21:00:06
95;CleanFLEX-FB2000002008AC20;Low;18;-33.920372,151.257036;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC19;Low;15;-33.920289,151.257056;2021-10-02 21:00:06
100;CleanFLEX-FB2000002008AC02;Half Full;30;-33.920227,151.257692;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC01;Low;26;-33.919135,151.258104;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC03;Half Full;38;-33.918951,151.25847;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC05;Low;21;-33.919505,151.257857;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC12;Half Full;30;-33.919727,151.257213;2021-10-02 22:00:04
95;CleanFLEX-FB2000002005AB67;Full;77;-33.920816,151.257022;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC17;Low;11;-33.91947,151.257542;2021-10-02 22:00:04
95;CleanFLEX-FB2000002005AB63;Low;27;-33.919505,151.257857;2021-10-02 22:00:04
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-02 22:00:04
95;CleanFLEX-FB2000002005AB65;Half Full;68;-33.920944,151.257001;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC18;Half Full;48;-33.919555,151.258164;2021-10-02 22:00:04
95;CleanFLEX-FB2000002005AB71;Half Full;46;-33.922367,151.256956;2021-10-02 22:00:04
95;CleanFLEX-FB2000002005AB62;Half Full;39;-33.91947,151.257542;2021-10-02 22:00:04
95;CleanFLEX-FB2000002005AB70;Full;77;-33.919555,151.258164;2021-10-02 22:00:04
95;CleanFLEX-FB2000002005AB69;Full;97;-33.920227,151.257692;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC16;Low;13;-33.919477,151.257681;2021-10-02 22:00:04
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC07;Half Full;36;-33.919555,151.258164;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC15;Half Full;50;-33.920358,151.257167;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC14;Low;10;-33.920358,151.257167;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC00;Full;87;-33.918951,151.25847;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC09;Half Full;31;-33.919135,151.258104;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC10;Half Full;32;-33.920227,151.257692;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC13;Half Full;33;-33.920034,151.257165;2021-10-02 22:00:04
95;CleanFLEX-FB2000002005AB64;Half Full;66;-33.920816,151.257022;2021-10-02 22:00:04
95;CleanFLEX-FB2000002005AB66;Half Full;50;-33.920944,151.257001;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-10-02 22:00:04
95;CleanFLEX-FB2000002008AC20;Low;18;-33.920372,151.257036;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC04;Low;15;-33.919505,151.257857;2021-10-02 22:00:04
100;CleanFLEX-FB2000002008AC19;Low;23;-33.920289,151.257056;2021-10-02 22:00:04
95;CleanFLEX-FB2000002005AB67;Full;78;-33.920816,151.257022;2021-10-02 23:00:04
95;CleanFLEX-FB2000002005AB63;Low;26;-33.919505,151.257857;2021-10-02 23:00:04
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC02;Half Full;30;-33.920227,151.257692;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC03;Half Full;38;-33.918951,151.25847;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC12;Half Full;30;-33.919727,151.257213;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC01;Low;26;-33.919135,151.258104;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC05;Low;21;-33.919505,151.257857;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC17;Low;11;-33.91947,151.257542;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC07;Half Full;36;-33.919555,151.258164;2021-10-02 23:00:04
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-10-02 23:00:04
95;CleanFLEX-FB2000002005AB71;Half Full;46;-33.922367,151.256956;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC18;Half Full;48;-33.919555,151.258164;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC15;Half Full;50;-33.920358,151.257167;2021-10-02 23:00:04
95;CleanFLEX-FB2000002005AB62;Half Full;39;-33.91947,151.257542;2021-10-02 23:00:04
95;CleanFLEX-FB2000002005AB70;Full;78;-33.919555,151.258164;2021-10-02 23:00:04
95;CleanFLEX-FB2000002005AB65;Full;73;-33.920944,151.257001;2021-10-02 23:00:04
95;CleanFLEX-FB2000002005AB69;Full;98;-33.920227,151.257692;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC16;Low;13;-33.919477,151.257681;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC14;Low;10;-33.920358,151.257167;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC00;Full;87;-33.918951,151.25847;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC10;Half Full;32;-33.920227,151.257692;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC09;Half Full;31;-33.919135,151.258104;2021-10-02 23:00:04
100;CleanFLEX-FB2000002008AC13;Half Full;33;-33.920034,151.257165;2021-10-02 23:00:04
