batteryHealth;binId;binStatus;currentFillLevel;latLong;timesTamp
95;CleanFLEX-FB2000002005AB70;Low;0;-33.919555,151.258164;2021-09-24 21:00:03
100;CleanFLEX-FB2000002008AC14;Low;14;-33.920358,151.257167;2021-09-24 21:00:03
100;CleanFLEX-FB2000002008AC15;Low;20;-33.920358,151.257167;2021-09-24 21:00:03
100;CleanFLEX-FB2000002008AC18;Low;14;-33.919555,151.258164;2021-09-24 21:00:03
100;CleanFLEX-FB2000002008AC16;Low;10;-33.919477,151.257681;2021-09-24 21:00:03
95;CleanFLEX-FB2000002005AB62;Low;10;-33.91947,151.257542;2021-09-24 21:00:03
95;CleanFLEX-FB2000002005AB65;Low;5;-33.920944,151.257001;2021-09-24 21:00:03
100;CleanFLEX-FB2000002008AC10;Low;19;-33.920227,151.257692;2021-09-24 21:00:03
100;CleanFLEX-FB2000002008AC04;Low;12;-33.919505,151.257857;2021-09-24 21:00:03
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-09-24 21:00:03
100;CleanFLEX-FB2000002008AC00;Low;22;-33.918951,151.25847;2021-09-24 21:00:03
100;CleanFLEX-FB2000002008AC09;Low;3;-33.919135,151.258104;2021-09-24 21:00:03
95;CleanFLEX-FB2000002008AC20;Low;10;-33.920372,151.257036;2021-09-24 21:00:03
100;CleanFLEX-FB2000002008AC13;Low;17;-33.920034,151.257165;2021-09-24 21:00:03
100;CleanFLEX-FB2000002008AC19;Low;9;-33.920289,151.257056;2021-09-24 21:00:03
95;CleanFLEX-FB2000002005AB64;Low;3;-33.920816,151.257022;2021-09-24 21:00:03
95;CleanFLEX-FB2000002005AB66;Low;4;-33.920944,151.257001;2021-09-24 21:00:03
100;CleanFLEX-FB2000002008AC02;Full;96;-33.920227,151.257692;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC03;Half Full;39;-33.918951,151.25847;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC01;Low;16;-33.919135,151.258104;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC05;Low;16;-33.919505,151.257857;2021-09-24 22:00:04
95;CleanFLEX-FB2000002005AB67;Low;4;-33.920816,151.257022;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC12;Low;6;-33.919727,151.257213;2021-09-24 22:00:04
95;CleanFLEX-FB2000002005AB63;Low;17;-33.919505,151.257857;2021-09-24 22:00:04
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC17;Low;4;-33.91947,151.257542;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC15;Low;22;-33.920358,151.257167;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC14;Low;23;-33.920358,151.257167;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC07;Low;25;-33.919555,151.258164;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC16;Low;11;-33.919477,151.257681;2021-09-24 22:00:04
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-09-24 22:00:04
95;CleanFLEX-FB2000002005AB70;Low;3;-33.919555,151.258164;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC18;Low;18;-33.919555,151.258164;2021-09-24 22:00:04
95;CleanFLEX-FB2000002005AB65;Low;6;-33.920944,151.257001;2021-09-24 22:00:04
95;CleanFLEX-FB2000002005AB69;Low;13;-33.920227,151.257692;2021-09-24 22:00:04
95;CleanFLEX-FB2000002005AB71;Low;11;-33.922367,151.256956;2021-09-24 22:00:04
95;CleanFLEX-FB2000002005AB62;Low;9;-33.91947,151.257542;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC10;Half Full;30;-33.920227,151.257692;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC09;Low;3;-33.919135,151.258104;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC00;Half Full;58;-33.918951,151.25847;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC04;Low;13;-33.919505,151.257857;2021-09-24 22:00:04
95;CleanFLEX-FB2000002008AC20;Low;12;-33.920372,151.257036;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC13;Low;15;-33.920034,151.257165;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC19;Low;10;-33.920289,151.257056;2021-09-24 22:00:04
95;CleanFLEX-FB2000002005AB64;Low;5;-33.920816,151.257022;2021-09-24 22:00:04
95;CleanFLEX-FB2000002005AB66;Low;5;-33.920944,151.257001;2021-09-24 22:00:04
100;CleanFLEX-FB2000002008AC01;Low;28;-33.919135,151.258104;2021-09-24 23:00:03
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC02;Low;20;-33.920227,151.257692;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC05;Half Full;38;-33.919505,151.257857;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC03;Half Full;49;-33.918951,151.25847;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC12;Low;17;-33.919727,151.257213;2021-09-24 23:00:03
95;CleanFLEX-FB2000002005AB63;Low;17;-33.919505,151.257857;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC17;Low;8;-33.91947,151.257542;2021-09-24 23:00:03
95;CleanFLEX-FB2000002005AB67;Low;6;-33.920816,151.257022;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC07;Half Full;54;-33.919555,151.258164;2021-09-24 23:00:03
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC14;Low;28;-33.920358,151.257167;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC15;Low;29;-33.920358,151.257167;2021-09-24 23:00:03
95;CleanFLEX-FB2000002005AB69;Low;15;-33.920227,151.257692;2021-09-24 23:00:03
95;CleanFLEX-FB2000002005AB70;Low;10;-33.919555,151.258164;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC18;Low;12;-33.919555,151.258164;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC16;Low;13;-33.919477,151.257681;2021-09-24 23:00:03
95;CleanFLEX-FB2000002005AB65;Low;9;-33.920944,151.257001;2021-09-24 23:00:03
95;CleanFLEX-FB2000002005AB71;Low;13;-33.922367,151.256956;2021-09-24 23:00:03
95;CleanFLEX-FB2000002005AB62;Low;8;-33.91947,151.257542;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC00;Full;75;-33.918951,151.25847;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC10;Low;27;-33.920227,151.257692;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC04;Low;19;-33.919505,151.257857;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC09;Low;4;-33.919135,151.258104;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC19;Low;16;-33.920289,151.257056;2021-09-24 23:00:03
95;CleanFLEX-FB2000002008AC20;Low;13;-33.920372,151.257036;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC13;Low;21;-33.920034,151.257165;2021-09-24 23:00:03
95;CleanFLEX-FB2000002005AB64;Low;8;-33.920816,151.257022;2021-09-24 23:00:03
95;CleanFLEX-FB2000002005AB66;Low;4;-33.920944,151.257001;2021-09-24 23:00:03
100;CleanFLEX-FB2000002008AC01;Half Full;34;-33.919135,151.258104;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC03;Half Full;69;-33.918951,151.25847;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC02;Low;24;-33.920227,151.257692;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC12;Half Full;44;-33.919727,151.257213;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC05;Half Full;40;-33.919505,151.257857;2021-09-25 00:00:04
95;CleanFLEX-FB2000002005AB63;Low;17;-33.919505,151.257857;2021-09-25 00:00:04
95;CleanFLEX-FB2000002005AB67;Low;9;-33.920816,151.257022;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC17;Low;10;-33.91947,151.257542;2021-09-25 00:00:04
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC15;Half Full;33;-33.920358,151.257167;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC16;Low;15;-33.919477,151.257681;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC07;Low;0;-33.919555,151.258164;2021-09-25 00:00:04
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC14;Half Full;43;-33.920358,151.257167;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC18;Low;17;-33.919555,151.258164;2021-09-25 00:00:04
95;CleanFLEX-FB2000002005AB62;Low;8;-33.91947,151.257542;2021-09-25 00:00:04
95;CleanFLEX-FB2000002005AB70;Low;14;-33.919555,151.258164;2021-09-25 00:00:04
95;CleanFLEX-FB2000002005AB71;Low;13;-33.922367,151.256956;2021-09-25 00:00:04
95;CleanFLEX-FB2000002005AB65;Low;17;-33.920944,151.257001;2021-09-25 00:00:04
95;CleanFLEX-FB2000002005AB69;Low;20;-33.920227,151.257692;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC00;Full;76;-33.918951,151.25847;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC10;Low;26;-33.920227,151.257692;2021-09-25 00:00:04
95;CleanFLEX-FB2000002008AC20;Low;13;-33.920372,151.257036;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC04;Low;24;-33.919505,151.257857;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC13;Low;27;-33.920034,151.257165;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC19;Low;19;-33.920289,151.257056;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC09;Low;7;-33.919135,151.258104;2021-09-25 00:00:04
95;CleanFLEX-FB2000002005AB66;Low;4;-33.920944,151.257001;2021-09-25 00:00:04
95;CleanFLEX-FB2000002005AB64;Low;9;-33.920816,151.257022;2021-09-25 00:00:04
100;CleanFLEX-FB2000002008AC03;Full;83;-33.918951,151.25847;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC02;Half Full;31;-33.920227,151.257692;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC01;Half Full;63;-33.919135,151.258104;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC05;Half Full;44;-33.919505,151.257857;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC12;Half Full;50;-33.919727,151.257213;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC17;Low;19;-33.91947,151.257542;2021-09-25 01:00:08
95;CleanFLEX-FB2000002005AB63;Low;14;-33.919505,151.257857;2021-09-25 01:00:08
95;CleanFLEX-FB2000002005AB67;Low;11;-33.920816,151.257022;2021-09-25 01:00:08
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC15;Half Full;50;-33.920358,151.257167;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC14;Full;72;-33.920358,151.257167;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC07;Low;26;-33.919555,151.258164;2021-09-25 01:00:08
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-09-25 01:00:08
95;CleanFLEX-FB2000002005AB71;Low;14;-33.922367,151.256956;2021-09-25 01:00:08
95;CleanFLEX-FB2000002005AB65;Half Full;39;-33.920944,151.257001;2021-09-25 01:00:08
95;CleanFLEX-FB2000002005AB70;Low;16;-33.919555,151.258164;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC18;Low;18;-33.919555,151.258164;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC16;Low;20;-33.919477,151.257681;2021-09-25 01:00:08
95;CleanFLEX-FB2000002005AB69;Low;22;-33.920227,151.257692;2021-09-25 01:00:08
95;CleanFLEX-FB2000002005AB62;Low;8;-33.91947,151.257542;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC00;Full;96;-33.918951,151.25847;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC10;Half Full;41;-33.920227,151.257692;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC04;Half Full;31;-33.919505,151.257857;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC13;Half Full;51;-33.920034,151.257165;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC19;Half Full;46;-33.920289,151.257056;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC09;Low;12;-33.919135,151.258104;2021-09-25 01:00:08
95;CleanFLEX-FB2000002008AC20;Low;13;-33.920372,151.257036;2021-09-25 01:00:08
95;CleanFLEX-FB2000002005AB64;Low;10;-33.920816,151.257022;2021-09-25 01:00:08
95;CleanFLEX-FB2000002005AB66;Low;4;-33.920944,151.257001;2021-09-25 01:00:08
100;CleanFLEX-FB2000002008AC01;Half Full;49;-33.919135,151.258104;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC02;Half Full;36;-33.920227,151.257692;2021-09-25 02:00:03
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC05;Half Full;51;-33.919505,151.257857;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC12;Half Full;43;-33.919727,151.257213;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC17;Half Full;40;-33.91947,151.257542;2021-09-25 02:00:03
95;CleanFLEX-FB2000002005AB63;Low;13;-33.919505,151.257857;2021-09-25 02:00:03
95;CleanFLEX-FB2000002005AB67;Low;13;-33.920816,151.257022;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC03;Low;0;-33.918951,151.25847;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC14;Half Full;59;-33.920358,151.257167;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC15;Half Full;49;-33.920358,151.257167;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC07;Low;14;-33.919555,151.258164;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC16;Low;24;-33.919477,151.257681;2021-09-25 02:00:03
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-09-25 02:00:03
95;CleanFLEX-FB2000002005AB69;Low;21;-33.920227,151.257692;2021-09-25 02:00:03
95;CleanFLEX-FB2000002005AB70;Low;19;-33.919555,151.258164;2021-09-25 02:00:03
95;CleanFLEX-FB2000002005AB65;Half Full;41;-33.920944,151.257001;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC18;Low;27;-33.919555,151.258164;2021-09-25 02:00:03
95;CleanFLEX-FB2000002005AB71;Low;15;-33.922367,151.256956;2021-09-25 02:00:03
95;CleanFLEX-FB2000002005AB62;Low;8;-33.91947,151.257542;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC10;Half Full;30;-33.920227,151.257692;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC04;Half Full;40;-33.919505,151.257857;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC00;Low;0;-33.918951,151.25847;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC09;Low;20;-33.919135,151.258104;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC13;Half Full;63;-33.920034,151.257165;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC19;Half Full;44;-33.920289,151.257056;2021-09-25 02:00:03
95;CleanFLEX-FB2000002008AC20;Low;16;-33.920372,151.257036;2021-09-25 02:00:03
95;CleanFLEX-FB2000002005AB64;Low;14;-33.920816,151.257022;2021-09-25 02:00:03
95;CleanFLEX-FB2000002005AB66;Low;4;-33.920944,151.257001;2021-09-25 02:00:03
100;CleanFLEX-FB2000002008AC05;Low;0;-33.919505,151.257857;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC01;Half Full;37;-33.919135,151.258104;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC02;Half Full;37;-33.920227,151.257692;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC03;Low;9;-33.918951,151.25847;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC12;Low;26;-33.919727,151.257213;2021-09-25 03:00:04
95;CleanFLEX-FB2000002005AB63;Low;14;-33.919505,151.257857;2021-09-25 03:00:04
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-09-25 03:00:04
95;CleanFLEX-FB2000002005AB67;Low;15;-33.920816,151.257022;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC17;Low;0;-33.91947,151.257542;2021-09-25 03:00:04
95;CleanFLEX-FB2000002005AB65;Half Full;43;-33.920944,151.257001;2021-09-25 03:00:04
95;CleanFLEX-FB2000002005AB70;Low;20;-33.919555,151.258164;2021-09-25 03:00:04
95;CleanFLEX-FB2000002005AB69;Low;23;-33.920227,151.257692;2021-09-25 03:00:04
95;CleanFLEX-FB2000002005AB71;Low;19;-33.922367,151.256956;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC18;Half Full;31;-33.919555,151.258164;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC15;Half Full;48;-33.920358,151.257167;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC16;Half Full;51;-33.919477,151.257681;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC14;Half Full;50;-33.920358,151.257167;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC07;Low;14;-33.919555,151.258164;2021-09-25 03:00:04
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-09-25 03:00:04
95;CleanFLEX-FB2000002005AB62;Low;10;-33.91947,151.257542;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC00;Low;18;-33.918951,151.25847;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC19;Half Full;44;-33.920289,151.257056;2021-09-25 03:00:04
95;CleanFLEX-FB2000002008AC20;Low;19;-33.920372,151.257036;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC10;Half Full;32;-33.920227,151.257692;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC04;Half Full;33;-33.919505,151.257857;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC09;Low;24;-33.919135,151.258104;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC13;Low;0;-33.920034,151.257165;2021-09-25 03:00:04
95;CleanFLEX-FB2000002005AB64;Low;16;-33.920816,151.257022;2021-09-25 03:00:04
95;CleanFLEX-FB2000002005AB66;Low;7;-33.920944,151.257001;2021-09-25 03:00:04
100;CleanFLEX-FB2000002008AC02;Half Full;37;-33.920227,151.257692;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC01;Low;27;-33.919135,151.258104;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC12;Low;23;-33.919727,151.257213;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC03;Low;18;-33.918951,151.25847;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC05;Low;8;-33.919505,151.257857;2021-09-25 04:00:05
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC17;Low;2;-33.91947,151.257542;2021-09-25 04:00:05
95;CleanFLEX-FB2000002005AB63;Low;15;-33.919505,151.257857;2021-09-25 04:00:05
95;CleanFLEX-FB2000002005AB67;Low;14;-33.920816,151.257022;2021-09-25 04:00:05
95;CleanFLEX-FB2000002005AB65;Half Full;44;-33.920944,151.257001;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC18;Half Full;33;-33.919555,151.258164;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC15;Half Full;40;-33.920358,151.257167;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC16;Full;76;-33.919477,151.257681;2021-09-25 04:00:05
95;CleanFLEX-FB2000002005AB70;Low;20;-33.919555,151.258164;2021-09-25 04:00:05
95;CleanFLEX-FB2000002005AB69;Low;26;-33.920227,151.257692;2021-09-25 04:00:05
95;CleanFLEX-FB2000002005AB71;Low;22;-33.922367,151.256956;2021-09-25 04:00:05
95;CleanFLEX-FB2000002005AB62;Low;11;-33.91947,151.257542;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC07;Low;15;-33.919555,151.258164;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC14;Low;21;-33.920358,151.257167;2021-09-25 04:00:05
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC00;Half Full;31;-33.918951,151.25847;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC10;Half Full;35;-33.920227,151.257692;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC04;Half Full;31;-33.919505,151.257857;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC19;Half Full;44;-33.920289,151.257056;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC09;Low;26;-33.919135,151.258104;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC13;Low;18;-33.920034,151.257165;2021-09-25 04:00:05
95;CleanFLEX-FB2000002008AC20;Low;22;-33.920372,151.257036;2021-09-25 04:00:05
95;CleanFLEX-FB2000002005AB64;Low;18;-33.920816,151.257022;2021-09-25 04:00:05
95;CleanFLEX-FB2000002005AB66;Low;11;-33.920944,151.257001;2021-09-25 04:00:05
100;CleanFLEX-FB2000002008AC01;Half Full;32;-33.919135,151.258104;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC02;Low;25;-33.920227,151.257692;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC03;Low;26;-33.918951,151.25847;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC05;Low;26;-33.919505,151.257857;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC12;Low;22;-33.919727,151.257213;2021-09-25 05:00:03
95;CleanFLEX-FB2000002005AB67;Low;17;-33.920816,151.257022;2021-09-25 05:00:03
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC17;Low;3;-33.91947,151.257542;2021-09-25 05:00:03
95;CleanFLEX-FB2000002005AB63;Low;15;-33.919505,151.257857;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC14;Low;23;-33.920358,151.257167;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC15;Half Full;35;-33.920358,151.257167;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC07;Low;18;-33.919555,151.258164;2021-09-25 05:00:03
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-09-25 05:00:03
95;CleanFLEX-FB2000002005AB70;Low;20;-33.919555,151.258164;2021-09-25 05:00:03
95;CleanFLEX-FB2000002005AB71;Low;22;-33.922367,151.256956;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC18;Half Full;33;-33.919555,151.258164;2021-09-25 05:00:03
95;CleanFLEX-FB2000002005AB65;Half Full;43;-33.920944,151.257001;2021-09-25 05:00:03
95;CleanFLEX-FB2000002005AB69;Low;26;-33.920227,151.257692;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC16;Low;0;-33.919477,151.257681;2021-09-25 05:00:03
95;CleanFLEX-FB2000002005AB62;Low;12;-33.91947,151.257542;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC00;Half Full;39;-33.918951,151.25847;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC04;Half Full;33;-33.919505,151.257857;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC19;Half Full;44;-33.920289,151.257056;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC06;Full;88;-33.91947,151.257542;2021-09-25 05:00:03
95;CleanFLEX-FB2000002008AC20;Low;27;-33.920372,151.257036;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC10;Low;0;-33.920227,151.257692;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC09;Low;27;-33.919135,151.258104;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC13;Low;29;-33.920034,151.257165;2021-09-25 05:00:03
95;CleanFLEX-FB2000002005AB64;Low;20;-33.920816,151.257022;2021-09-25 05:00:03
95;CleanFLEX-FB2000002005AB66;Low;14;-33.920944,151.257001;2021-09-25 05:00:03
100;CleanFLEX-FB2000002008AC03;Half Full;44;-33.918951,151.25847;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC01;Half Full;42;-33.919135,151.258104;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC02;Low;19;-33.920227,151.257692;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC05;Half Full;34;-33.919505,151.257857;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC12;Low;22;-33.919727,151.257213;2021-09-25 06:00:04
95;CleanFLEX-FB2000002005AB63;Low;19;-33.919505,151.257857;2021-09-25 06:00:04
95;CleanFLEX-FB2000002005AB67;Low;18;-33.920816,151.257022;2021-09-25 06:00:04
95;CleanFLEX-FB2000002005AB68;Low;29;-33.919477,151.257681;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC17;Low;7;-33.91947,151.257542;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC07;Low;26;-33.919555,151.258164;2021-09-25 06:00:04
95;CleanFLEX-FB2000002008AC08;Low;17;-33.919477,151.257681;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC15;Half Full;35;-33.920358,151.257167;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC16;Low;21;-33.919477,151.257681;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC18;Half Full;31;-33.919555,151.258164;2021-09-25 06:00:04
95;CleanFLEX-FB2000002005AB65;Half Full;43;-33.920944,151.257001;2021-09-25 06:00:04
95;CleanFLEX-FB2000002005AB70;Low;21;-33.919555,151.258164;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC14;Low;25;-33.920358,151.257167;2021-09-25 06:00:04
95;CleanFLEX-FB2000002005AB69;Low;28;-33.920227,151.257692;2021-09-25 06:00:04
95;CleanFLEX-FB2000002005AB71;Low;27;-33.922367,151.256956;2021-09-25 06:00:04
95;CleanFLEX-FB2000002005AB62;Low;15;-33.91947,151.257542;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC00;Low;6;-33.918951,151.25847;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC09;Half Full;30;-33.919135,151.258104;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC10;Low;0;-33.920227,151.257692;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC04;Half Full;33;-33.919505,151.257857;2021-09-25 06:00:04
100;CleanFLEX-FB2000002008AC19;Half Full;44;-33.920289,151.257056;2021-09-25 06:00:04
